"projectID","deviceID","tsStart","tsEnd"
1,288,1416700800,1428579000
1,288,1428579000,1473379200
1,289,1404691200,1416355200
1,289,1416355200,1429026000
1,289,1429026000,1479168000
1,289,1479168000,1626480000
1,290,1397260800,1409961600
1,290,1414368000,1534281000
1,290,1536624000,1689289200
1,291,1397692800,1416441600
1,291,1416441600,1429030100
1,291,1429030100,1434931200
1,291,1436918400,1461262200
1,291,1461332100,1478822400
1,291,1478822400,1491226200
1,291,1491228000,1540252800
1,291,1615334400,NA
1,292,1396656000,1407456000
1,292,1407456000,1468249200
1,292,1468540800,1721053600
1,293,NA,NA
1,294,1396656000,1407283200
1,294,1407283200,1409097600
1,294,1410652800,1419984000
1,294,1434672000,1446163200
1,295,1403049600,1415664000
1,295,1415664000,1428665300
1,295,1428665300,1456185600
1,295,1459468800,1460650500
1,295,1465488900,1479686400
1,295,1492511400,1573171200
1,296,1396656000,1407715200
1,296,1407715200,1479772800
1,296,1479776400,1492516900
1,296,1492984800,1555891200
1,297,1396656000,1407196800
1,297,1407196800,1419984000
1,297,1427846400,1620565600
1,297,1620652000,1621555200
1,297,1621595000,1621968000
1,299,1404259200,1461919200
1,299,1461927600,1653066000
1,300,1398384000,1416441600
1,300,1416441600,1428946200
1,300,1428946200,1430784000
1,300,1430911700,1494325800
1,300,1494327600,1658111100
1,304,1394496000,1394755200
1,304,1394755200,1397088000
1,304,1397088000,1407196800
1,304,1407196800,1411689600
1,304,1411689600,1438041600
1,304,1438041600,1514764800
1,304,1514764800,1546300800
1,304,1546300800,1559347200
1,304,1559347200,1621536300
1,304,1621536300,1621595000
1,304,1621968300,1744671600
1,306,1398729600,1416355200
1,306,1416355200,1429628400
1,306,1429633800,1478563200
1,306,1478563200,1491388200
1,306,1491390000,1646410900
1,308,1404086400,1405468800
1,308,1407888000,1408060800
1,308,1408320000,1416268800
1,308,1416268800,1429540200
1,308,1429540200,1597622400
1,308,1602460800,1656633600
1,310,1398297600,1407715200
1,310,1407715200,1479772800
1,310,1479772800,1492473600
1,310,1492473600,1617984000
1,310,1620432000,1684426800
1,312,1492772400,1531699200
1,315,1398729600,1403568000
1,315,1403568000,1416268800
1,315,1416268800,1429558100
1,315,1434931200,1448755200
1,315,1461888000,1461970800
1,316,1567544400,1602607700
1,318,1398902400,1408147200
1,318,1408147200,1429488000
1,318,1429534000,1478649600
1,318,1478649600,1492162200
1,318,1492164000,1535068800
1,318,1570665600,1621965600
1,319,1398816000,1416268800
1,319,1416268800,1429524000
1,319,1429524000,1461846300
1,319,1461846300,1631923200
1,321,1396656000,1407715200
1,321,1407715200,1437350400
1,321,1442448000,1474848000
1,325,1398211200,1407283200
1,325,1407283200,1416182400
1,325,1416182400,1429016400
1,325,1429016400,1478822400
1,327,1402963200,1415664000
1,327,1415664000,1428674400
1,327,1428674400,1479427200
1,327,1479427200,1492300800
1,327,1492300800,1596585000
1,327,1597968000,1604966400
1,328,1610596200,1678237400
1,330,1399248000,1404691200
1,330,1404691200,1416441600
1,330,1416441600,1428939000
1,330,1428939000,1479081600
1,330,1479081600,1491381000
1,330,1491382800,1499299200
1,331,NA,NA
1,336,1398124800,1407974400
1,336,1407974400,1415664000
1,336,1415664000,1428660900
1,336,1428660900,1479686400
1,336,1479686400,1489536000
1,336,1491782400,1536192000
1,337,1396656000,1407456000
1,337,1407456000,1414195200
1,337,1428065200,1483542000
1,337,1483542000,1492106100
1,337,1492106200,1495584000
1,337,1495584000,1617969700
1,337,1617990000,1629936000
1,337,1634330400,1651104000
1,338,1404345600,1478995200
1,338,1478995200,1489968000
1,338,1489968000,1572566400
1,340,1476176600,1582556400
1,340,1583679600,1656284400
1,343,1398643200,1706235100
1,345,1399593600,1407283200
1,345,1407283200,1479254400
1,345,1479254400,1491197400
1,345,1491199200,1536105600
1,346,1397174400,1403654400
1,346,1403654400,1410220800
1,346,1410220800,1416182400
1,346,1437350400,1479340800
1,346,1479340800,1492473600
1,346,1492473600,1571702400
1,346,1572307200,1580947200
1,346,1603065600,1620518400
1,348,1398124800,1407974400
1,348,1407974400,1415664000
1,348,1415664000,1428655500
1,348,1428655500,1466640000
1,348,1466640000,1467331200
1,348,1467331200,1479686400
1,348,1479686400,1491782400
1,348,1491782400,1528329600
1,348,1562889600,1623280500
1,348,1623542400,1653670800
1,350,1403654400,1416441600
1,350,1416441600,1429102000
1,350,1429102000,1479168000
1,350,1479168000,1491211800
1,350,1491213600,1639267200
1,352,1397174400,1408060800
1,352,1408060800,1416182400
1,352,1416182400,1429110700
1,352,1429110700,1461283000
1,352,1466713900,1471046400
1,352,1481500800,1536192000
1,354,1402012800,1403654400
1,354,1403654400,1416268800
1,354,1416268800,1429038000
1,354,1429038000,1461845800
1,354,1461845800,1467158400
1,485,1454284800,NA
1,570,NA,NA
1,572,NA,NA
1,628,1677027700,1680220800
1,640,1462474500,1467158400
1,640,1468332000,1525046400
1,640,1556841600,1557100800
1,652,1461963600,1479168000
1,652,1479168000,1491305300
1,652,1491307300,1499731200
1,652,1501459200,1542758400
1,654,1465516800,1560643200
1,702,1666364400,1689336600
1,731,1480086000,1494252000
1,774,1472221200,1481241600
1,774,1481241600,1482451200
1,782,1666363300,1680184400
1,788,1491868800,1561503600
1,788,1567987200,1625742800
1,789,NA,NA
1,798,1482170400,1550707200
1,798,1555718400,1713571200
1,803,1501099300,1524652200
1,803,1530781200,1713992700
1,877,1493323300,1499689900
1,877,1534280400,1559408600
1,877,1559430000,1587513600
1,877,1589637600,1623974400
1,877,1623974400,1665183600
1,878,1494599400,1524182400
1,878,1526774400,1600405200
1,878,1607526000,1649948400
1,878,1651062800,1710979200
1,879,1494532900,1499457500
1,879,1501545600,1568160000
1,879,1573084800,NA
1,887,1494360000,1524787200
1,887,1525219200,1568937600
1,887,1620432000,1634256000
1,888,1492214400,1560729600
1,963,1496520000,1507075200
1,964,1494792000,1535673600
1,969,1493828700,1501084800
1,970,1499694500,1562716800
1,1001,1496779300,1582573200
1,1001,1587981600,1615939200
1,1003,1493596800,1530057600
1,1050,1501545600,1509321600
1,1064,1526472000,1539388800
1,1077,1505433600,1526428800
1,1077,1526428800,1621468800
1,1088,1528070400,1678305500
1,1089,1529798400,NA
1,1121,1535587200,1625529600
1,1127,1544029200,1591833600
1,1152,1529971200,1536796800
1,1161,NA,NA
1,1165,1527631200,1558656000
1,1165,1572912000,1574640000
1,1165,1602720000,1709911200
1,1165,1709911200,NA
1,1200,1536105600,1554595200
1,1200,1573507000,1632528000
1,1213,1537920000,NA
1,1231,1623283200,1674086300
1,1244,1531170400,1581037200
1,1264,1541894400,1573506600
1,1271,1554163200,1700607600
1,1271,1713992700,1752587100
1,1349,1562284800,NA
1,1429,NA,NA
1,1444,1565049600,1568156400
1,1444,1568901600,1577923200
1,1444,1582747100,1592524800
1,1485,1575676800,1596499200
1,1485,1596502800,1619567100
1,1523,1570651100,1578873600
1,1526,NA,NA
1,1601,1569888000,1577923200
1,1601,1582747100,1592524800
1,1614,1572912000,1575244800
1,1614,1583020800,1755273600
1,1614,1772655100,NA
1,1653,1724194800,1752105600
1,1653,1774616200,NA
1,1670,1559779200,1649203200
1,1671,1569888000,1578009600
1,1671,1582227800,1588636800
1,1671,1588766500,1596585600
1,1674,1575676800,1578700800
1,1674,1587988700,1684432300
1,1693,1581364700,NA
1,1696,1583420400,1604707200
1,1697,1582556400,1675818000
1,1698,1582573300,1632837200
1,1703,1580515200,1618704000
1,1703,1618704000,1694908800
1,1749,1579046400,1591574400
1,1749,1591660800,1616371200
1,1749,1616371200,1698843600
1,1802,1592611200,1594944000
1,1802,1594944000,NA
1,1803,NA,NA
1,1834,1592611200,1595030400
1,1834,1595030400,NA
1,1842,1592611200,1594857600
1,1842,1594857600,NA
1,1853,1585699200,1593129600
1,1853,1593129600,1617062400
1,1853,1622160000,NA
1,1859,NA,NA
1,1886,NA,NA
1,1903,1597708800,1684515200
1,1915,1620172800,1621036800
1,1929,NA,NA
1,1941,1599091200,NA
1,1991,NA,NA
1,1994,1600560000,1602547200
1,1994,1602604800,NA
1,1995,1601856000,NA
1,2029,1603152000,1604448000
1,2029,1684515200,NA
1,2033,1577836800,1620691200
1,2033,1620691200,NA
1,2036,1603497600,1631232000
1,2044,NA,NA
1,2059,1594598400,1600732200
1,2112,1590969600,1623196800
1,2112,1630080000,1651073700
1,2116,1611792000,1619395200
1,2116,1619568000,1675036800
1,2116,1681590900,NA
1,2117,1611792000,1620604800
1,2133,NA,NA
1,2144,1615507200,1620432000
1,2144,1620518400,1622505600
1,2144,1622505600,NA
1,2169,1729641600,NA
1,2184,NA,NA
1,2219,NA,NA
1,2233,1616976000,1620172800
1,2233,1620313200,1652972400
1,2242,1620604800,1636119000
1,2242,1636119000,1713225600
1,2242,1714003200,1748304000
1,2243,1621382400,NA
1,2248,1621900800,1629417600
1,2248,1656115200,1777248000
1,2256,NA,NA
1,2269,1625443200,NA
1,2279,1616976000,1617926400
1,2279,1617969700,1660330000
1,2279,1724115600,1774119800
1,2285,1657843200,1676577200
1,2293,1631491200,1694787100
1,2293,1694891300,NA
1,2328,1616976000,1618185600
1,2328,1618185600,1644419300
1,2335,1628035200,1712793600
1,2354,1611792000,1619481600
1,2354,1619481600,1710806400
1,2396,1628254800,1676160000
1,2396,1681603200,1689793700
1,2445,NA,NA
1,2447,1629849600,NA
1,2455,1616976000,1630627200
1,2455,1630627200,1782415600
1,2464,1631280000,1675728000
1,2464,1680123500,1699574400
1,2464,1714065300,NA
1,2474,1616976000,1626566400
1,2474,1626652800,1651701000
1,2474,1660330000,1675015300
1,2488,NA,NA
1,2496,1632834600,1632834600
1,2496,1632834700,NA
1,2525,1629331200,1676049000
1,2525,1676049000,1676052000
1,2526,1634083200,1714057200
1,2528,1629158400,1752795000
1,2528,1774560000,NA
1,2531,1634323200,NA
1,2533,1634305800,1666356600
1,2533,1680184400,NA
1,2555,1632528000,1637366400
1,2559,1636401700,1690991900
1,2559,1697590800,1713633700
1,2559,1713633700,1774560000
1,2560,1635954000,1712706000
1,2570,1631836800,1667570400
1,2570,1675792800,1684258700
1,2570,1684258700,1690731800
1,2570,1700528400,NA
1,2579,1666569600,1681344000
1,2579,1681344000,1681344000
1,2587,1714780800,NA
1,2590,1638316800,1648771200
1,2596,1650412800,1693353600
1,2598,1638316800,NA
1,2607,1696204800,1698264000
1,2607,1698267600,1722470400
1,2682,1646144500,NA
1,2699,1641042200,1659312000
1,2701,1646092800,1651104000
1,2701,1651104000,1782481800
1,2706,1649289600,1724272400
1,2707,1634310000,NA
1,2711,1641055500,1649946600
1,2711,1649948400,1751135700
1,2712,1649944800,1691004800
1,2712,1704120400,1717977600
1,2716,1650040200,1690994800
1,2745,1651536000,1695686400
1,2745,1695686400,NA
1,2748,1651701000,1676764800
1,2783,1681603200,1689859500
1,2785,1637539200,1648771200
1,2785,1680137900,1691011200
1,2785,1694390400,1700864400
1,2785,1700864400,1712959200
1,2785,1738108800,1746180000
1,2785,1761609600,NA
1,2803,1676764900,1761426000
1,2803,1761523200,NA
1,2811,1676501400,NA
1,2830,1648816500,1653350400
1,2830,1653350400,1653350400
1,2897,1659312000,NA
1,2898,1653066000,1713916800
1,2898,1714003200,1782486000
1,2921,1653670800,1682458800
1,2921,1684427500,1742450400
1,2926,1660780800,1700748000
1,2926,1700748000,NA
1,2958,1660694400,1687993200
1,2969,NA,NA
1,2971,NA,NA
1,2993,NA,NA
1,3017,1660841100,NA
1,3018,1660829000,1700677200
1,3018,1700677200,1717520100
1,3019,1709078400,NA
1,3023,1656633600,1752697900
1,3023,1752714000,1782336600
1,3023,1782566700,NA
1,3024,1656633600,1690739500
1,3024,1690739500,1775077000
1,3035,NA,NA
1,3044,1666310400,1714780800
1,3044,1725926400,NA
1,3045,NA,NA
1,3046,1666356600,1680187900
1,3050,1667570400,NA
1,3053,NA,NA
1,3065,1665446400,1773344100
1,3109,1672594700,1690731800
1,3109,1690731800,1698085800
1,3109,1698264000,1717770200
1,3109,1719322800,1750171800
1,3109,1750171800,NA
1,3129,1674003500,NA
1,3130,1656633600,NA
1,3136,1675015300,1677853800
1,3142,1675385900,1690737000
1,3143,1675818000,NA
1,3145,1675782000,1722646800
1,3147,NA,NA
1,3159,1676587900,1700685000
1,3159,1716578000,1724625900
1,3159,1761426000,NA
1,3160,1676577200,1682460000
1,3160,1773273600,1779148800
1,3160,1779148800,NA
1,3162,1677027600,1677027600
1,3162,1677027700,1689794300
1,3169,1677853800,1709683200
1,3169,1709683200,NA
1,3170,NA,NA
1,3177,1678305500,1773675500
1,3222,1676160000,NA
1,3257,1681344000,1717113600
1,3266,1682020900,NA
1,3269,1682460000,1757367200
1,3270,1677679400,1689724800
1,3270,1689770900,1689793700
1,3270,1689793700,1697932800
1,3270,1714053600,1719322800
1,3270,1719360000,1733097600
1,3292,1683304200,NA
1,3293,1683304300,1689724800
1,3293,1689793700,1774635400
1,3296,1681940500,1687309200
1,3297,1682459500,1700694000
1,3306,1680214500,1713830400
1,3307,1680187900,1689770900
1,3309,1684195200,NA
1,3312,NA,NA
1,3313,1680620300,1690737000
1,3313,1690737000,1696951900
1,3313,1698364800,1699574400
1,3313,1699747200,1713571200
1,3313,1713657600,1750439400
1,3313,1774628600,NA
1,3314,1683304300,1702494000
1,3314,1702494700,1774904200
1,3314,1782415600,NA
1,3315,1680622200,1689724800
1,3315,1689794300,1703894400
1,3315,1713732400,1730925000
1,3315,1730937600,1763942400
1,3315,1764101800,1772655100
1,3315,1775001600,NA
1,3326,1680621200,1689811200
1,3326,1689859500,1710806400
1,3326,1741459500,NA
1,3329,1680620000,1690934400
1,3329,1752587100,NA
1,3330,1680361500,NA
1,3332,1684972800,1694390400
1,3332,1694649600,NA
1,3340,1684972800,NA
1,3346,1685491200,1703203200
1,3346,1738108800,NA
1,3405,1689210000,NA
1,3408,1688240000,1700521200
1,3408,1700614900,1746555100
1,3408,1774703100,NA
1,3409,1688169600,1696535400
1,3409,1776443500,NA
1,3411,1688169600,1700479600
1,3411,1700614900,1734480000
1,3413,1688169600,1690934400
1,3413,1690994800,1741459500
1,3413,1746662400,1754676000
1,3413,1758758400,NA
1,3419,1689336700,1724194800
1,3430,1690991900,1696464000
1,3435,1690934400,1691625600
1,3436,1691004800,NA
1,3437,1691011200,1723132800
1,3437,1723161600,1774569600
1,3437,1774648000,NA
1,3446,1690848000,NA
1,3449,1690502400,NA
1,3482,1693353600,1709251200
1,3508,1694787100,1720051200
1,3514,1694441500,NA
1,3549,1696951900,1698364800
1,3577,1694908800,1716578000
1,3577,1717770200,1751126300
1,3577,1751126300,NA
1,3581,1696291200,NA
1,3582,1698085800,1702494700
1,3582,1704067200,1713657600
1,3582,1714057200,1724248700
1,3582,1724248700,NA
1,3594,1698864000,1748360200
1,3620,1724272400,NA
1,3621,1699574400,1733788800
1,3621,1733843800,1741392000
1,3690,1704136200,1717632000
1,3690,1721053600,NA
1,3691,1672531200,1719964800
1,3694,1672587600,1723075200
1,3694,1723132800,1733702400
1,3696,1672531200,1713657600
1,3696,1713657600,1774628600
1,3712,1696949100,NA
1,3719,1709078400,1724457600
1,3719,1724457600,NA
1,3806,NA,NA
1,3810,1713879800,NA
1,3938,1720569600,1784419200
1,4010,1724625900,1725926400
1,4010,1777208400,NA
1,4020,1725584400,NA
1,4118,1730854800,1774703100
1,4139,1730419200,NA
1,4176,1734457000,NA
1,4202,1738195200,NA
1,4203,1738195200,NA
1,4308,1733788800,1776443500
1,4308,1782336600,NA
1,4323,1742947200,1778777900
1,4325,1742947200,NA
1,4326,1742947200,1751135700
1,4326,1751135700,1775149000
1,4354,1570492800,1597881600
1,4354,1597882200,1635954000
1,4354,1636384500,1650040200
1,4354,1743724800,NA
1,4420,1782481800,NA
1,4421,NA,NA
1,4464,1744588800,1764101800
1,4464,1775001600,1786406400
1,4464,1786406400,NA
1,4469,1752710400,1756559400
1,4469,1756559400,1776816000
1,4471,1748360200,1757595600
1,4471,1757595600,NA
1,4558,1713225600,1752192000
1,4583,1752710400,1756558800
1,4583,1756558800,1774038700
1,4583,1774119800,1774616200
1,4628,1754679600,NA
1,4634,1754931100,NA
1,4637,1755174500,NA
1,4643,1755264800,NA
1,4650,1755606800,1774564000
1,4650,1775001600,NA
1,4651,1755593000,NA
1,4658,1755529200,NA
1,4659,1755704700,NA
1,4682,1755365400,NA
1,4688,1746555100,NA
1,4690,1753228800,NA
1,4691,1754352000,NA
1,4693,1753289500,NA
1,4699,1755281900,NA
1,4736,NA,NA
1,4737,1757859600,NA
1,4752,NA,NA
1,4761,1758891800,NA
1,4797,1758916900,NA
1,4816,1761667200,NA
1,4817,1761652700,NA
1,4818,NA,NA
1,4819,1761566500,NA
1,4851,1763337600,NA
1,4878,NA,NA
1,4884,1764185900,NA
1,4891,1755456600,NA
1,4900,1755005800,NA
1,4903,1764707100,NA
1,4945,NA,NA
1,5084,1757333100,NA
1,5088,NA,NA
1,5137,1774564600,NA
1,5154,1775149000,NA
1,5155,1764799500,NA
1,5156,1764884100,NA
1,5173,1750381200,1774648000
1,5204,1764272500,NA
1,5205,1757780200,NA
1,5232,1757594500,NA
1,5268,1773344100,NA
1,5269,1779895200,NA
1,5272,1779987200,NA
1,5273,1775065000,1779987200
1,5275,1765929600,NA
1,5380,1767225600,NA
1,5397,1774635400,NA
1,5416,1782486000,NA
1,5422,1698843600,1731369600
1,5422,1782345600,NA
1,5423,1773689900,1782566700
1,5435,1783382400,NA
2,0,1401321600,1412035200
2,7,1401062400,1416355200
2,7,1416355200,1432317600
2,7,1432317600,1442021400
2,8,1402012800,1418083200
2,8,1418083200,1432925000
2,8,1432925000,1448928000
2,9,1400544000,1416528000
2,9,1416528000,1431633700
2,9,1431633700,1448553600
2,9,1448553600,1460921300
2,9,1460921300,1468878000
2,9,1468878000,1480164500
2,9,1480164500,1491850800
2,9,1491850800,1511019000
2,9,1511019000,1522953600
2,9,1522953600,1548420500
2,9,1557237600,1575659600
2,9,1575659600,1623864000
2,9,1623864300,1695672000
2,9,1695672000,1722429000
2,12,1400803200,1431302400
2,12,1433790000,1467039600
2,12,1479037800,1482364800
2,12,1494277200,1510152600
2,12,1510152600,1529780200
2,12,1529953200,1543935600
2,13,1399593600,1399939200
2,13,1401062400,1416441600
2,13,1416441600,1432420900
2,13,1432420900,1442016000
2,13,1442414000,1448469000
2,13,1448469000,1457019000
2,13,1458765000,1460128800
2,14,1402704000,1416441600
2,14,1416441600,1431543600
2,14,1432422000,1448224300
2,14,1448224300,1461099600
2,14,1461099600,1480449500
2,14,1480449500,1491685200
2,14,1491685200,1511205400
2,14,1511205400,1518633000
2,15,1401580800,1416528000
2,15,1416528000,1431611100
2,15,1431611100,1443092400
2,16,1401148800,1416441600
2,16,1416441600,1432392000
2,16,1432392000,1444867200
2,16,1446925400,1448374800
2,16,1448374800,1461168000
2,16,1461168000,1467244800
2,16,1468698600,1480526200
2,16,1480526200,1491657000
2,16,1491657000,1511287200
2,16,1511287200,1522780200
2,16,1522780200,1533038300
2,16,1533908700,1562850000
2,16,1565278200,1598380200
2,17,1400976000,1415750400
2,17,1415750400,1433721600
2,18,1519061400,1521158400
2,18,1522686000,1553635000
2,19,1519402500,1575298800
2,19,1592668800,1695731700
2,20,1400371200,1430999200
2,20,1430999200,1447872000
2,20,1447872000,1457449200
2,20,1457449200,1479991800
2,20,1479991800,1554242400
2,20,1638454900,1638544900
2,20,1638544900,1650981600
2,21,1401148800,1416441600
2,21,1416441600,1432399500
2,21,1432399500,1448377900
2,21,1448377900,1457368200
2,21,1457368200,1468694400
2,21,1468694400,1480529200
2,21,1480529200,1491653100
2,21,1491653100,1554472600
2,21,1554472800,1690981200
2,22,1400371200,1430994200
2,22,1430994200,1447862100
2,22,1447862100,1458831600
2,22,1458831600,1461792500
2,22,1461792500,1493892200
2,23,1401235200,1416441600
2,23,1416441600,1432385400
2,23,1432385400,1444262400
2,23,1564783200,1567857700
2,24,1400976000,1415750400
2,24,1415750400,1433779200
2,24,1433779200,1447506000
2,24,1447511400,1460320300
2,25,1400544000,1416528000
2,25,1416528000,1431638400
2,25,1431638400,1448475600
2,25,1448475600,1460851200
2,25,1460851200,1468939100
2,25,1468939300,1479830400
2,25,1480616000,1491856300
2,25,1491856300,1511015800
2,25,1511015800,1519422300
2,25,1519422300,1522962000
2,25,1522962000,1575649800
2,25,1575649800,1612851000
2,25,1612851100,1669060900
2,26,1400284800,1436097500
2,26,1436097500,1461715200
2,26,1461715200,1468585900
2,26,1468585900,1480005800
2,26,1480005800,1499612200
2,26,1523363500,1534417200
2,30,1401667200,1416528000
2,30,1416528000,1431554400
2,30,1431554400,1431993600
2,30,1440887400,1448128800
2,30,1448128800,1460999600
2,30,1460999600,1478434600
2,30,1478434600,1491744600
2,30,1491744600,1511117400
2,30,1511117400,1522862500
2,30,1522862500,1555074000
2,30,1555074000,1576180700
2,30,1576180700,1596807000
2,30,1596807000,1598446800
2,30,1603371600,1734044400
2,31,1401667200,1416528000
2,31,1416528000,1431615000
2,31,1431615000,1448120700
2,31,1448120700,1460997000
2,31,1460997000,1478443800
2,31,1478443800,1491828600
2,31,1491828600,1511107500
2,31,1511107500,1522871700
2,31,1522871700,1576238300
2,31,1576238300,1639407600
2,31,1639407600,NA
2,32,1401494400,1416528000
2,32,1416528000,1431621000
2,32,1431621000,1443196800
2,32,1500309500,1510682100
2,32,1510682100,1533234600
